Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Final Blows / 10min,Solo Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Scoped Crits,Recon Assists / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Long Range Kills / 10min,Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,Storm Arrow Kills / 10min,Dragonstrike Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Self Healing / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Rip Tire Kills,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Death Blossom Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,"Airtime, %",Barrage Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,Self Healing,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,Minefield Kills,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Sigma,All,5.24,2.32,50.52,19.09,8.66,133,10221,,5.02,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,1367.80,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Bronze,4.67,1.19,45.51,17.71,9.25,141,9120,,5.32,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,1363.17,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Silver,5.10,1.25,48.04,18.71,9.35,139,9628,,5.22,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44,1429.78,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Gold,5.31,1.70,48.80,19.20,9.11,136,10048,,5.07,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.71,1405.97,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Platinum,5.33,2.84,50.10,19.42,8.70,132,10364,,5.00,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,1364.33,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Diamond,5.16,4.40,51.32,19.11,8.19,128,10468,,4.99,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,1308.46,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Master,5.07,5.50,51.70,18.60,7.67,125,10422,,5.01,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.72,1271.89,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sigma,Grandmaster,4.86,7.27,53.71,18.13,7.20,122,10391,,4.99,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,1270.27,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,All,3.55,1.32,50.06,18.87,6.32,93,8324,,7.60,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845.50,,10.74,9.28,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Bronze,3.34,0.29,43.61,17.00,6.45,100,7323,,7.90,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.44,,9.54,8.23,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Silver,3.59,0.38,47.58,17.98,6.70,101,7738,,7.75,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804.58,,10.27,8.90,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Gold,3.61,0.72,48.47,18.62,6.54,97,8137,,7.68,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876.47,,10.70,9.23,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Platinum,3.57,1.64,49.39,19.10,6.37,93,8397,,7.61,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2877.60,,10.93,9.43,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Diamond,3.51,3.21,50.71,19.23,6.24,89,8520,,7.57,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848.58,,10.90,9.45,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Master,3.43,3.97,51.07,18.98,6.01,86,8466,,7.61,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773.51,,10.62,9.21,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Doomfist,Grandmaster,3.36,5.82,51.86,18.47,5.71,85,8471,,7.51,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706.57,,10.18,8.81,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Brigitte,All,4.99,1.65,53.29,12.32,5.17,90,3771,8670,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.15,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Bronze,4.35,0.68,49.37,12.06,5.33,95,3514,7739,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.20,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Silver,4.72,0.64,51.33,12.99,5.61,94,3759,8207,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.43,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Gold,4.94,0.92,51.98,13.09,5.49,92,3856,8523,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.80,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Platinum,5.13,1.83,53.79,12.77,5.32,91,3846,8766,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.73,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Diamond,5.08,3.47,53.86,12.13,5.06,89,3768,8855,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.02,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Master,5.04,5.11,53.29,11.33,4.73,88,3693,8866,6.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498.16,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Brigitte,Grandmaster,5.11,7.98,54.96,10.54,4.36,89,3620,8971,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.90,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Bastion,All,3.11,1.82,47.22,20.22,8.60,68,10669,,7.90,,,,,,,,,27,,,,,10.56,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.11,12.28,5.01,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Bronze,2.87,1.15,42.37,19.12,8.76,71,9687,,8.32,,,,,,,,,25,,,,,9.95,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.36,11.76,4.48,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Silver,3.01,1.14,44.76,19.84,8.85,71,10153,,8.16,,,,,,,,,26,,,,,10.32,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.77,12.16,4.76,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Gold,3.11,1.42,46.43,20.27,8.79,70,10555,,7.97,,,,,,,,,27,,,,,10.60,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.10,12.34,4.97,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Platinum,3.16,2.33,47.58,20.49,8.63,67,10833,,7.84,,,,,,,,,28,,,,,10.75,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.31,12.45,5.11,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Diamond,3.11,3.33,48.15,20.26,8.34,65,10975,,7.79,,,,,,,,,28,,,,,10.59,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.24,12.29,5.12,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Master,3.10,3.22,48.08,19.87,7.97,62,10936,,7.75,,,,,,,,,28,,,,,10.30,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,10.14,11.96,5.11,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Grandmaster,2.99,3.59,49.85,19.33,7.56,60,10784,,7.76,,,,,,,,,28,,,,,10.05,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,9.84,11.70,4.97,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,All,3.98,1.44,50.04,18.35,8.03,94,7116,,7.26,,,,,,,,,51,,,,,7.98,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.73,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Bronze,3.93,0.79,45.63,17.55,8.31,103,6576,,7.45,,,,,,,,,48,,,,,7.61,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,14,4.19,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Silver,4.05,0.89,47.93,18.23,8.35,100,6844,,7.36,,,,,,,,,50,,,,,7.88,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,4.08,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Gold,4.09,1.13,49.26,18.60,8.30,97,7089,,7.28,,,,,,,,,51,,,,,8.09,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.91,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Platinum,3.98,1.81,49.89,18.55,7.99,92,7242,,7.23,,,,,,,,,52,,,,,8.12,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.66,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Diamond,3.88,2.76,51.29,18.27,7.68,89,7282,,7.22,,,,,,,,,53,,,,,7.95,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,3.44,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Master,3.80,2.51,50.88,17.74,7.30,86,7215,,7.17,,,,,,,,,53,,,,,7.71,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.28,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Grandmaster,3.68,2.87,52.53,17.13,6.96,85,7135,,7.07,,,,,,,,,53,,,,,7.39,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,15,3.16,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,All,3.19,1.49,53.00,18.31,7.69,51,9782,,6.77,,,,,,,,,28,8,,,,8.67,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,9.25,2.72,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Bronze,3.30,0.81,50.98,18.23,8.29,56,9142,,6.84,,,,,,,,,23,8,,,,8.61,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,10.38,2.73,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Silver,3.34,0.80,52.00,18.58,8.23,53,9500,,6.78,,,,,,,,,25,8,,,,8.71,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,10.09,2.81,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Gold,3.36,1.02,52.73,18.79,8.10,51,9786,,6.72,,,,,,,,,27,8,,,,8.89,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,9.77,2.88,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Platinum,3.22,1.77,52.89,18.56,7.71,50,9912,,6.75,,,,,,,,,28,8,,,,8.85,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,9.23,2.78,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Diamond,3.09,2.92,53.69,18.17,7.40,50,9925,,6.80,,,,,,,,,29,8,,,,8.65,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,8.79,2.66,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Master,2.95,3.78,53.47,17.57,7.02,51,9807,,6.80,,,,,,,,,30,8,,,,8.29,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,8.45,2.51,,,,,,,,,,,,,,,,,,,,,,,Damage
Torbjorn,Grandmaster,2.82,5.21,52.36,16.68,6.62,52,9689,,6.82,,,,,,,,,30,7,,,,7.80,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,8.05,2.32,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,All,5.09,0.95,45.65,16.93,6.16,44,5984,,5.96,,,,,,,,,36,,,,,6.86,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.79,2.51,3.92,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Bronze,4.85,0.36,40.30,15.48,5.96,49,4977,,6.16,,,,,,,,,33,,,,,6.54,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.93,2.34,3.48,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Silver,5.02,0.36,42.32,16.48,6.27,48,5318,,6.19,,,,,,,,,34,,,,,6.91,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.94,2.44,3.77,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Gold,5.12,0.56,44.27,17.02,6.31,46,5677,,6.09,,,,,,,,,35,,,,,7.04,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.66,2.50,3.94,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Platinum,5.15,1.22,45.70,17.17,6.26,44,6001,,5.97,,,,,,,,,36,,,,,7.00,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.02,2.50,3.99,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Diamond,4.99,2.14,45.14,16.99,6.10,43,6246,,5.99,,,,,,,,,37,,,,,6.79,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08,2.53,3.96,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Master,5.04,2.60,46.17,16.73,5.91,42,6384,,5.83,,,,,,,,,38,,,,,6.51,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.72,2.58,3.90,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Grandmaster,5.20,3.46,49.21,16.43,5.57,39,6494,,5.51,,,,,,,,,38,,,,,6.49,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15,2.68,3.81,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,All,3.62,1.27,54.09,19.99,9.02,67,8676,,7.92,,,,,,,,,,,,,,9.15,1.44,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,18.93,10.09,,,,,,,,,,,,,,,,,Damage
Symmetra,Bronze,3.69,0.74,50.49,19.36,9.38,71,7850,,7.95,,,,,,,,,,,,,,8.65,1.65,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,11.88,11.20,,,,,,,,,,,,,,,,,Damage
Symmetra,Silver,3.73,0.75,52.36,19.92,9.33,69,8311,,8.01,,,,,,,,,,,,,,9.05,1.58,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,13.97,10.76,,,,,,,,,,,,,,,,,Damage
Symmetra,Gold,3.73,1.00,53.91,20.31,9.28,68,8688,,7.92,,,,,,,,,,,,,,9.34,1.53,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,16.55,10.49,,,,,,,,,,,,,,,,,Damage
Symmetra,Platinum,3.61,1.61,54.14,20.24,9.02,66,8834,,7.93,,,,,,,,,,,,,,9.37,1.43,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,19.48,9.99,,,,,,,,,,,,,,,,,Damage
Symmetra,Diamond,3.51,2.45,54.95,19.88,8.70,65,8892,,7.90,,,,,,,,,,,,,,9.15,1.31,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,22.21,9.48,,,,,,,,,,,,,,,,,Damage
Symmetra,Master,3.41,2.43,55.48,19.31,8.43,65,8797,,7.91,,,,,,,,,,,,,,8.70,1.27,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,25.20,9.16,,,,,,,,,,,,,,,,,Damage
Symmetra,Grandmaster,3.30,2.26,53.76,18.45,8.10,64,8565,,7.80,,,,,,,,,,,,,,8.17,1.29,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,32.07,8.91,,,,,,,,,,,,,,,,,Damage
Ramattra,All,3.94,2.43,48.68,19.72,8.36,125,9834,,6.56,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,12.80,6.34,5.20,,,,,,,,,,,,,Tank
Ramattra,Bronze,3.72,1.23,44.06,18.51,8.65,132,8745,,6.95,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,11.30,5.62,4.65,,,,,,,,,,,,,Tank
Ramattra,Silver,3.95,1.43,46.89,19.58,8.84,131,9354,,6.72,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,12.22,6.03,5.08,,,,,,,,,,,,,Tank
